sensor_mean,sensor_std,sensor_max,sensor_min,sensor_roc,equipment_age,days_since_maintenance,pressure_rating,n_prior_incidents,is_vpn,geo_mismatch,high_velocity,after_hours,repeated_failures,risk_label
57.450712295168486,0.7234226736321734,66.30989871283761,29.796690735034993,2.3496281151713836,6.149131102360108,351,171.21584968179093,0,0,0,0,0,0,low
47.92603548243223,2.418844967661494,61.616727145054334,17.19190845832778,-3.7579618895076545,0.7190579610217136,234,132.82307293205548,1,0,0,0,0,0,low
59.715328071510385,3.7591833997350674,70.29472623576794,34.728428950154935,-0.6555901117549262,13.52495944409684,351,50.25575472533976,0,0,0,0,1,1,medium
72.84544784612038,10.66306297202057,87.36548965870901,72.27042475573808,-0.08332004676266948,8.142137954015876,167,145.4548715249963,4,0,0,0,0,0,high
46.48769937914996,6.669659373601275,64.34619627203807,28.041923704427557,0.03181731679926216,12.822132781634128,148,162.33219194989016,0,0,0,0,0,0,low
46.487945645762295,0.9935552927003259,74.85949050907614,38.045021394931446,0.3609921121561624,1.3686181645487745,28,87.34748993472714,3,0,0,0,0,0,low
73.68819223261087,6.458108868252911,90.47660184555384,55.71424996179161,1.2208796396189863,3.798142601857349,259,119.69690017111832,0,0,0,0,0,0,medium
61.51152093729363,0.35808803318490323,65.6552638695977,31.711478575954693,-0.07081487809070172,4.261009930707119,86,194.85899351176823,0,0,0,0,1,1,medium
42.95788421097572,8.248073161661221,74.35856267592732,19.906375852225995,-0.7361165642873614,6.1070266722624265,108,94.71733300911552,0,1,0,0,0,0,low
58.13840065378947,3.5866260445463642,69.76749931763908,26.657491989815142,-0.8151786893193912,12.14156239976442,117,83.47298765626113,1,0,0,0,0,1,low
43.04873460781307,4.719091433782488,62.461530336766785,19.631195400677672,-1.2230316040767093,6.105089169106643,364,81.62821857170152,0,0,0,1,0,0,medium
43.01405369644615,8.97738994262657,67.47941876585327,35.997313093135176,1.5750866486537305,3.4674761798717415,15,133.82012515309944,0,0,0,0,0,0,low
53.629434073490515,1.1385092942472501,75.62553825751834,48.42096400776317,-1.2930569589530292,1.442358774912142,211,192.46806519620097,0,1,1,0,0,1,high
21.300796330133032,0.8086454446610265,52.242591805347786,-0.18729128666286954,1.6935422180164887,1.6526303511139682,318,141.30351938005322,2,0,0,0,0,1,medium
24.126232512304508,3.2492020209619854,48.91626394623209,6.2654971758161615,0.03799816451974201,11.520684486434172,31,95.49846803564898,0,1,1,0,0,1,high
41.56568706138541,8.11513655305795,52.95259126441433,31.335144455204233,-1.0425096137122591,6.949643370031179,282,145.7854667101181,1,0,0,0,0,0,medium
34.80753319498364,0.4419617735694725,76.59315493490027,31.81380569149742,1.2368144314882696,11.029626269000222,185,143.72634463966813,0,1,0,0,0,0,medium
54.71370998892911,3.496466794331706,76.65704462231145,42.061142123656204,-1.4549078494462364,10.393163265573614,66,139.53877035944814,2,0,0,0,0,0,low
36.37963886718184,3.6465234247730036,54.90623660096678,18.324553715829598,1.2763680814564258,2.4627556955237377,316,73.9139310332453,0,1,0,0,1,0,medium
28.815444479970626,6.655222399732761,58.45469871052633,2.1566662429067236,0.4254522423835697,2.5718750457878743,63,145.18501990174911,0,0,1,0,0,0,medium
71.98473153382331,8.600785249216488,94.47924099312402,50.09842071814351,-1.1926493781838414,11.452459223794943,228,114.52466787717495,0,1,0,0,0,0,high
46.61335549270196,3.6105159137438028,70.60563742209524,10.532683020974673,1.0572696306691183,10.95839025553855,101,52.788808793455004,0,0,0,0,1,0,low
51.012923070318855,3.7657201786519927,95.93476305632572,41.3689636307728,1.0931794513772775,5.9814461196775,356,130.96467307212427,0,0,0,0,0,0,medium
28.628777206798148,8.461702202767242,45.877562924247684,-0.18181171377618455,2.3150392116199154,1.6226228183261813,139,198.39001178276266,0,0,0,0,0,0,low
